user_id,nickname,email,masked_mobile,register_channel_id,registered_at,account_status,register_platform
U000065,星友00065,mock_00065@example.invalid,135****0065,CH02,2026-03-27 15:06:19,active,app
U000066,星友00066,mock_00066@example.invalid,136****0066,CH08,2026-03-01 12:04:31,active,app
U000067,星友00067,mock_00067@example.invalid,137****0067,CH10,2026-03-19 02:18:37,active,app
U000068,星友00068,mock_00068@example.invalid,138****0068,CH04,2026-08-21 18:06:20,active,mini_program
U000069,星友00069,mock_00069@example.invalid,139****0069,CH01,2025-05-09 06:15:31,active,mini_program
U000070,星友00070,mock_00070@example.invalid,140****0070,CH09,2025-11-13 00:38:18,active,app
U000071,星友00071,mock_00071@example.invalid,141****0071,CH03,2025-06-03 07:17:10,active,app
U000072,星友00072,mock_00072@example.invalid,142****0072,CH02,2025-08-07 13:48:44,active,mini_program
U000073,星友00073,mock_00073@example.invalid,143****0073,CH01,2026-01-21 23:39:01,active,app
U000074,星友00074,mock_00074@example.invalid,144****0074,CH08,2026-05-03 16:31:56,active,app
U000075,星友00075,mock_00075@example.invalid,145****0075,CH03,2025-06-03 20:22:33,active,mini_program
U000076,星友00076,mock_00076@example.invalid,146****0076,CH01,2026-07-17 21:05:59,inactive,app
U000077,星友00077,mock_00077@example.invalid,147****0077,CH10,2025-03-15 07:04:39,active,mini_program
U000078,星友00078,mock_00078@example.invalid,148****0078,CH08,2026-08-09 19:24:27,active,app
U000079,星友00079,mock_00079@example.invalid,149****0079,CH04,2026-02-19 21:45:12,active,app
U000080,星友00080,mock_00080@example.invalid,150****0080,CH03,2026-03-18 06:25:17,active,app
U000081,星友00081,mock_00081@example.invalid,151****0081,CH10,2026-07-12 05:43:32,active,web
U000082,星友00082,mock_00082@example.invalid,152****0082,CH04,2026-08-22 12:22:13,active,app
U000083,星友00083,mock_00083@example.invalid,153****0083,CH02,2025-08-01 06:31:03,active,mini_program
U000084,星友00084,mock_00084@example.invalid,154****0084,CH02,2025-05-27 10:55:03,active,app
U000085,星友00085,mock_00085@example.invalid,155****0085,CH04,2025-05-25 11:32:37,active,app
U000086,星友00086,mock_00086@example.invalid,156****0086,CH10,2025-09-18 00:49:48,active,mini_program
U000087,星友00087,mock_00087@example.invalid,157****0087,CH04,2025-03-10 12:04:37,active,web
U000088,星友00088,mock_00088@example.invalid,158****0088,CH04,2025-11-03 09:56:08,active,app
U000089,星友00089,mock_00089@example.invalid,159****0089,CH03,2025-11-25 18:42:34,active,app
U000090,星友00090,mock_00090@example.invalid,160****0090,CH09,2025-07-06 12:26:47,active,app
U000091,星友00091,mock_00091@example.invalid,161****0091,CH01,2025-12-03 16:38:09,active,web
U000092,星友00092,mock_00092@example.invalid,162****0092,CH11,2026-01-19 13:45:05,active,mini_program
U000093,星友00093,mock_00093@example.invalid,163****0093,CH05,2025-02-11 22:42:02,active,app
U000094,星友00094,mock_00094@example.invalid,164****0094,CH02,2025-11-16 14:20:05,active,app
U000095,星友00095,mock_00095@example.invalid,165****0095,CH01,2026-05-24 10:11:39,active,app
U000096,星友00096,mock_00096@example.invalid,166****0096,CH08,2025-11-02 17:57:05,active,app
U000097,星友00097,mock_00097@example.invalid,167****0097,CH03,2025-01-25 01:24:12,active,web
U000098,星友00098,mock_00098@example.invalid,168****0098,CH10,2025-01-19 03:43:03,active,web
U000099,星友00099,mock_00099@example.invalid,169****0099,CH01,2026-01-28 17:00:56,active,app
U000100,星友00100,mock_00100@example.invalid,170****0100,CH09,2026-05-09 03:03:32,active,app
U000101,星友00101,mock_00101@example.invalid,171****0101,CH09,2025-03-29 23:07:29,active,web
U000102,星友00102,mock_00102@example.invalid,172****0102,CH01,2025-11-26 13:03:50,blocked,app
U000103,星友00103,mock_00103@example.invalid,173****0103,CH09,2025-06-21 12:17:45,active,app
U000104,星友00104,mock_00104@example.invalid,174****0104,CH10,2025-02-27 10:28:00,active,mini_program
U000105,星友00105,mock_00105@example.invalid,175****0105,CH03,2026-08-04 02:07:05,inactive,web
U000106,星友00106,mock_00106@example.invalid,176****0106,CH02,2025-12-25 14:41:15,active,mini_program
U000107,星友00107,mock_00107@example.invalid,177****0107,CH03,2025-01-17 12:28:06,active,web
U000108,星友00108,mock_00108@example.invalid,178****0108,CH05,2026-01-22 06:52:08,active,app
U000109,星友00109,mock_00109@example.invalid,179****0109,CH09,2025-01-25 10:48:26,active,app
U000110,星友00110,mock_00110@example.invalid,180****0110,CH08,2026-06-10 17:29:33,active,mini_program
U000111,星友00111,mock_00111@example.invalid,181****0111,CH05,2026-08-13 22:24:42,active,app
U000112,星友00112,mock_00112@example.invalid,182****0112,CH01,2025-10-06 00:27:50,active,web
U000113,星友00113,mock_00113@example.invalid,183****0113,CH04,2025-05-14 23:51:28,active,app
U000114,星友00114,mock_00114@example.invalid,184****0114,CH06,2025-01-17 14:40:37,active,mini_program
U000115,星友00115,mock_00115@example.invalid,185****0115,CH02,2025-01-26 12:19:58,active,mini_program
U000116,星友00116,mock_00116@example.invalid,186****0116,CH07,2026-04-20 10:38:49,active,app
U000117,星友00117,mock_00117@example.invalid,187****0117,CH02,2026-07-18 19:27:33,active,mini_program
U000118,星友00118,mock_00118@example.invalid,188****0118,CH04,2025-05-20 03:43:48,active,mini_program
U000119,星友00119,mock_00119@example.invalid,189****0119,CH03,2026-02-19 16:20:43,active,web
U000120,星友00120,mock_00120@example.invalid,130****0120,CH07,2026-05-27 20:23:39,active,app
U000121,星友00121,mock_00121@example.invalid,131****0121,CH03,2026-04-24 08:58:03,active,app
U000122,星友00122,mock_00122@example.invalid,132****0122,CH03,2025-01-02 16:50:26,active,mini_program
U000123,星友00123,mock_00123@example.invalid,133****0123,CH03,2025-12-20 22:15:50,active,mini_program
U000124,星友00124,mock_00124@example.invalid,134****0124,CH05,2026-08-21 03:26:13,active,app
U000125,星友00125,mock_00125@example.invalid,135****0125,CH09,2026-06-11 13:02:48,active,app
U000126,星友00126,mock_00126@example.invalid,136****0126,CH04,2025-01-30 10:06:41,active,app
U000127,星友00127,mock_00127@example.invalid,137****0127,CH03,2026-05-19 07:59:13,active,app
U000128,星友00128,mock_00128@example.invalid,138****0128,CH07,2026-06-22 16:11:24,active,mini_program
U000129,星友00129,mock_00129@example.invalid,139****0129,CH07,2025-04-21 13:21:36,active,web
U000130,星友00130,mock_00130@example.invalid,140****0130,CH10,2026-05-29 03:22:43,active,app
U000131,星友00131,mock_00131@example.invalid,141****0131,CH02,2025-03-09 09:35:38,inactive,app
U000132,星友00132,mock_00132@example.invalid,142****0132,CH02,2025-04-21 21:57:49,inactive,web
U000133,星友00133,mock_00133@example.invalid,143****0133,CH02,2026-06-29 08:00:15,active,app
U000134,星友00134,mock_00134@example.invalid,144****0134,CH01,2026-02-15 14:32:02,active,app
U000135,星友00135,mock_00135@example.invalid,145****0135,CH02,2025-10-02 15:12:37,active,app
U000136,星友00136,mock_00136@example.invalid,146****0136,CH03,2025-07-02 06:57:54,inactive,web
U000137,星友00137,mock_00137@example.invalid,147****0137,CH06,2025-05-02 13:41:37,active,app
U000138,星友00138,mock_00138@example.invalid,148****0138,CH01,2026-08-06 22:55:47,active,app
U000139,星友00139,mock_00139@example.invalid,149****0139,CH01,2025-06-21 17:31:39,active,app
U000140,星友00140,mock_00140@example.invalid,150****0140,CH01,2026-01-24 10:53:54,active,web
U000141,星友00141,mock_00141@example.invalid,151****0141,CH04,2026-03-13 18:39:57,active,mini_program
U000142,星友00142,mock_00142@example.invalid,152****0142,CH03,2025-03-28 22:52:29,active,app
U000143,星友00143,mock_00143@example.invalid,153****0143,CH06,2025-12-20 00:19:18,active,web
U000144,星友00144,mock_00144@example.invalid,154****0144,CH07,2026-02-05 14:02:00,active,web
U000145,星友00145,mock_00145@example.invalid,155****0145,CH07,2025-08-26 00:57:43,active,web
U000146,星友00146,mock_00146@example.invalid,156****0146,CH02,2025-11-11 17:14:16,inactive,web
U000147,星友00147,mock_00147@example.invalid,157****0147,CH02,2025-11-16 07:55:24,active,web
U000148,星友00148,mock_00148@example.invalid,158****0148,CH05,2026-07-28 11:33:54,blocked,web
U000149,星友00149,mock_00149@example.invalid,159****0149,CH03,2025-04-10 09:40:11,active,mini_program
U000150,星友00150,mock_00150@example.invalid,160****0150,CH03,2026-04-26 15:15:44,active,web
U000151,星友00151,mock_00151@example.invalid,161****0151,CH09,2025-10-01 07:03:30,active,app
U000152,星友00152,mock_00152@example.invalid,162****0152,CH04,2025-07-20 02:04:45,active,app
U000153,星友00153,mock_00153@example.invalid,163****0153,CH01,2026-01-09 22:31:39,active,app
U000154,星友00154,mock_00154@example.invalid,164****0154,CH02,2025-10-15 19:25:57,active,app
U000155,星友00155,mock_00155@example.invalid,165****0155,CH09,2026-03-17 12:42:40,active,mini_program
U000156,星友00156,mock_00156@example.invalid,166****0156,CH02,2025-12-30 23:12:32,active,app
U000157,星友00157,mock_00157@example.invalid,167****0157,CH02,2026-03-06 04:28:55,active,web
U000158,星友00158,mock_00158@example.invalid,168****0158,CH09,2025-09-09 12:39:16,active,app
U000159,星友00159,mock_00159@example.invalid,169****0159,CH01,2025-08-12 18:02:49,active,mini_program
U000160,星友00160,mock_00160@example.invalid,170****0160,CH01,2026-08-02 15:33:43,active,app
U000161,星友00161,mock_00161@example.invalid,171****0161,CH01,2026-06-13 14:30:04,active,app
U000162,星友00162,mock_00162@example.invalid,172****0162,CH03,2026-01-15 02:23:52,active,web
U000163,星友00163,mock_00163@example.invalid,173****0163,CH02,2025-11-03 18:47:00,active,app
U000164,星友00164,mock_00164@example.invalid,174****0164,CH10,2026-07-26 08:23:37,active,app
U000165,星友00165,mock_00165@example.invalid,175****0165,CH03,2026-06-06 07:25:53,active,app
U000166,星友00166,mock_00166@example.invalid,176****0166,CH04,2025-12-01 22:28:43,active,app
U000167,星友00167,mock_00167@example.invalid,177****0167,CH10,2025-06-17 21:03:35,active,web
U000168,星友00168,mock_00168@example.invalid,178****0168,CH04,2025-01-22 13:01:26,active,web
U000169,星友00169,mock_00169@example.invalid,179****0169,CH04,2026-01-28 18:34:51,active,app
U000170,星友00170,mock_00170@example.invalid,180****0170,CH02,2026-08-04 16:22:49,active,app
U000171,星友00171,mock_00171@example.invalid,181****0171,CH01,2025-11-02 11:52:22,active,web
U000172,星友00172,mock_00172@example.invalid,182****0172,CH01,2025-07-10 00:48:10,active,app
U000173,星友00173,mock_00173@example.invalid,183****0173,CH01,2025-11-02 08:13:14,active,app
U000174,星友00174,mock_00174@example.invalid,184****0174,CH05,2025-10-01 10:15:05,active,web
U000175,星友00175,mock_00175@example.invalid,185****0175,CH01,2025-03-23 11:26:29,active,web
U000176,星友00176,mock_00176@example.invalid,186****0176,CH11,2025-08-30 00:28:41,active,web
U000177,星友00177,mock_00177@example.invalid,187****0177,CH01,2025-12-19 00:27:00,active,app
U000178,星友00178,mock_00178@example.invalid,188****0178,CH04,2026-03-23 04:19:33,active,app
U000179,星友00179,mock_00179@example.invalid,189****0179,CH02,2025-08-25 20:22:42,active,mini_program
U000180,星友00180,mock_00180@example.invalid,130****0180,CH06,2025-12-15 06:04:31,active,mini_program
U000181,星友00181,mock_00181@example.invalid,131****0181,CH11,2025-08-04 03:10:21,active,app
U000182,星友00182,mock_00182@example.invalid,132****0182,CH04,2025-12-16 17:29:46,active,app
U000183,星友00183,mock_00183@example.invalid,133****0183,CH12,2026-01-17 10:09:59,active,app
U000184,星友00184,mock_00184@example.invalid,134****0184,CH04,2025-08-31 06:51:13,active,app
U000185,星友00185,mock_00185@example.invalid,135****0185,CH05,2026-04-30 10:41:30,active,app
U000186,星友00186,mock_00186@example.invalid,136****0186,CH01,2025-03-06 18:43:49,active,app
U000187,星友00187,mock_00187@example.invalid,137****0187,CH06,2025-08-28 14:44:54,active,mini_program
U000188,星友00188,mock_00188@example.invalid,138****0188,CH08,2026-01-26 22:08:38,active,mini_program
U000189,星友00189,mock_00189@example.invalid,139****0189,CH03,2025-04-27 12:20:16,active,app
U000190,星友00190,mock_00190@example.invalid,140****0190,CH03,2025-02-15 03:27:30,active,app
U000191,星友00191,mock_00191@example.invalid,141****0191,CH04,2025-07-14 12:50:08,active,web
U000192,星友00192,mock_00192@example.invalid,142****0192,CH01,2025-04-15 21:17:30,active,app
U000193,星友00193,mock_00193@example.invalid,143****0193,CH02,2025-08-21 08:52:47,active,app
U000194,星友00194,mock_00194@example.invalid,144****0194,CH02,2026-07-11 22:46:13,active,app
U000195,星友00195,mock_00195@example.invalid,145****0195,CH09,2025-02-14 12:31:57,active,mini_program
U000196,星友00196,mock_00196@example.invalid,146****0196,CH04,2025-01-18 18:02:31,active,web
U000197,星友00197,mock_00197@example.invalid,147****0197,CH01,2025-04-15 00:17:50,active,app
U000198,星友00198,mock_00198@example.invalid,148****0198,CH05,2026-04-07 02:18:15,active,app
U000199,星友00199,mock_00199@example.invalid,149****0199,CH12,2025-11-19 13:10:22,active,web
U000200,星友00200,mock_00200@example.invalid,150****0200,CH12,2026-08-12 18:25:34,active,app
U000201,星友00201,mock_00201@example.invalid,151****0201,CH01,2026-06-01 09:45:59,active,app
U000202,星友00202,mock_00202@example.invalid,152****0202,CH02,2025-07-18 16:44:24,active,app
U000203,星友00203,mock_00203@example.invalid,153****0203,CH01,2026-08-16 04:21:58,active,app
U000204,星友00204,mock_00204@example.invalid,154****0204,CH03,2025-01-23 12:16:16,active,app
U000205,星友00205,mock_00205@example.invalid,155****0205,CH01,2025-05-01 21:49:07,active,app
U000206,星友00206,mock_00206@example.invalid,156****0206,CH10,2026-05-17 05:32:24,active,app
U000207,星友00207,mock_00207@example.invalid,157****0207,CH03,2026-05-09 04:02:56,active,mini_program
U000208,星友00208,mock_00208@example.invalid,158****0208,CH03,2026-07-03 15:45:58,active,mini_program
U000209,星友00209,mock_00209@example.invalid,159****0209,CH08,2026-06-09 00:02:04,active,app
U000210,星友00210,mock_00210@example.invalid,160****0210,CH06,2025-02-23 11:02:56,active,mini_program
U000211,星友00211,mock_00211@example.invalid,161****0211,CH05,2026-04-05 10:12:46,active,mini_program
U000212,星友00212,mock_00212@example.invalid,162****0212,CH03,2025-11-11 08:39:54,active,mini_program
U000213,星友00213,mock_00213@example.invalid,163****0213,CH01,2025-05-20 11:52:55,active,app
U000214,星友00214,mock_00214@example.invalid,164****0214,CH09,2025-03-12 10:03:56,active,mini_program
U000215,星友00215,mock_00215@example.invalid,165****0215,CH04,2025-10-20 01:20:18,active,mini_program
U000216,星友00216,mock_00216@example.invalid,166****0216,CH06,2026-04-28 12:51:39,active,mini_program
U000217,星友00217,mock_00217@example.invalid,167****0217,CH06,2025-04-23 17:02:05,active,app
U000218,星友00218,mock_00218@example.invalid,168****0218,CH08,2025-01-05 05:16:29,active,app
U000219,星友00219,mock_00219@example.invalid,169****0219,CH01,2026-05-21 01:23:35,active,app
U000220,星友00220,mock_00220@example.invalid,170****0220,CH01,2025-02-24 06:20:44,active,app
U000221,星友00221,mock_00221@example.invalid,171****0221,CH02,2026-01-26 22:56:01,active,web
U000222,星友00222,mock_00222@example.invalid,172****0222,CH01,2025-03-11 01:54:28,active,app
U000223,星友00223,mock_00223@example.invalid,173****0223,CH01,2025-10-19 10:20:13,active,mini_program
U000224,星友00224,mock_00224@example.invalid,174****0224,CH07,2025-09-07 15:58:11,active,web
U000225,星友00225,mock_00225@example.invalid,175****0225,CH10,2025-01-18 23:51:20,inactive,web
U000226,星友00226,mock_00226@example.invalid,176****0226,CH08,2026-07-14 00:31:50,active,mini_program
U000227,星友00227,mock_00227@example.invalid,177****0227,CH01,2025-08-02 02:12:13,inactive,app
U000228,星友00228,mock_00228@example.invalid,178****0228,CH04,2026-03-24 13:31:24,active,app
U000229,星友00229,mock_00229@example.invalid,179****0229,CH07,2026-03-21 21:56:35,active,mini_program
U000230,星友00230,mock_00230@example.invalid,180****0230,CH02,2025-07-19 17:35:53,active,app
U000231,星友00231,mock_00231@example.invalid,181****0231,CH07,2025-08-18 21:03:29,active,app
U000232,星友00232,mock_00232@example.invalid,182****0232,CH04,2025-11-24 19:23:42,active,app
U000233,星友00233,mock_00233@example.invalid,183****0233,CH07,2026-07-28 11:32:02,active,web
U000234,星友00234,mock_00234@example.invalid,184****0234,CH10,2026-06-21 09:26:02,active,app
U000235,星友00235,mock_00235@example.invalid,185****0235,CH05,2025-12-24 02:41:32,active,app
U000236,星友00236,mock_00236@example.invalid,186****0236,CH07,2025-04-18 20:55:40,active,app
U000237,星友00237,mock_00237@example.invalid,187****0237,CH03,2025-05-14 03:03:36,active,web
U000238,星友00238,mock_00238@example.invalid,188****0238,CH09,2025-12-31 02:05:17,inactive,app
U000239,星友00239,mock_00239@example.invalid,189****0239,CH01,2025-04-02 00:53:43,active,web
U000240,星友00240,mock_00240@example.invalid,130****0240,CH04,2025-06-05 23:48:42,active,app
U000241,星友00241,mock_00241@example.invalid,131****0241,CH03,2025-07-09 10:41:34,active,app
U000242,星友00242,mock_00242@example.invalid,132****0242,CH02,2025-11-03 23:21:01,active,web
U000243,星友00243,mock_00243@example.invalid,133****0243,CH01,2025-06-30 15:37:29,active,mini_program
U000244,星友00244,mock_00244@example.invalid,134****0244,CH04,2025-05-21 14:07:11,active,app
U000245,星友00245,mock_00245@example.invalid,135****0245,CH02,2026-08-09 09:51:01,active,mini_program
U000246,星友00246,mock_00246@example.invalid,136****0246,CH07,2026-08-17 03:36:45,active,mini_program
U000247,星友00247,mock_00247@example.invalid,137****0247,CH01,2025-07-15 00:04:50,active,app
U000248,星友00248,mock_00248@example.invalid,138****0248,CH05,2026-07-19 22:17:22,active,mini_program
U000249,星友00249,mock_00249@example.invalid,139****0249,CH04,2026-02-02 06:23:17,active,mini_program
U000250,星友00250,mock_00250@example.invalid,140****0250,CH03,2026-03-06 11:14:55,active,web
U000251,星友00251,mock_00251@example.invalid,141****0251,CH01,2025-03-26 06:57:32,active,app
U000252,星友00252,mock_00252@example.invalid,142****0252,CH05,2026-04-03 07:56:59,active,mini_program
U000253,星友00253,mock_00253@example.invalid,143****0253,CH02,2025-03-20 11:22:54,active,app
U000254,星友00254,mock_00254@example.invalid,144****0254,CH03,2025-03-14 04:06:55,active,app
U000255,星友00255,mock_00255@example.invalid,145****0255,CH09,2025-09-18 05:34:49,active,app
U000256,星友00256,mock_00256@example.invalid,146****0256,CH05,2026-02-25 12:52:17,active,app
U000257,星友00257,mock_00257@example.invalid,147****0257,CH08,2026-02-25 15:28:24,active,app
U000258,星友00258,mock_00258@example.invalid,148****0258,CH08,2026-05-26 21:55:08,active,app
U000259,星友00259,mock_00259@example.invalid,149****0259,CH03,2026-05-12 08:26:18,inactive,app
U000260,星友00260,mock_00260@example.invalid,150****0260,CH10,2026-02-08 20:47:33,active,mini_program
U000261,星友00261,mock_00261@example.invalid,151****0261,CH01,2025-08-17 16:52:53,active,app
U000262,星友00262,mock_00262@example.invalid,152****0262,CH05,2026-05-23 23:32:41,active,web
U000263,星友00263,mock_00263@example.invalid,153****0263,CH01,2025-11-01 17:33:42,inactive,app
U000264,星友00264,mock_00264@example.invalid,154****0264,CH04,2025-12-01 19:08:39,active,app
U000265,星友00265,mock_00265@example.invalid,155****0265,CH01,2025-01-12 20:02:13,active,mini_program
U000266,星友00266,mock_00266@example.invalid,156****0266,CH06,2025-08-02 01:21:32,active,web
U000267,星友00267,mock_00267@example.invalid,157****0267,CH03,2025-01-24 05:23:40,active,app
U000268,星友00268,mock_00268@example.invalid,158****0268,CH02,2025-04-25 01:50:04,active,mini_program
U000269,星友00269,mock_00269@example.invalid,159****0269,CH01,2025-10-18 15:42:40,active,app
U000270,星友00270,mock_00270@example.invalid,160****0270,CH09,2025-08-21 00:14:04,active,web
U000271,星友00271,mock_00271@example.invalid,161****0271,CH01,2026-01-07 09:42:49,active,app
U000272,星友00272,mock_00272@example.invalid,162****0272,CH01,2026-07-15 12:46:21,active,app
U000273,星友00273,mock_00273@example.invalid,163****0273,CH07,2025-05-14 11:12:25,active,web
U000274,星友00274,mock_00274@example.invalid,164****0274,CH06,2026-05-19 01:15:15,active,web
U000275,星友00275,mock_00275@example.invalid,165****0275,CH04,2026-03-08 23:33:41,active,app
U000276,星友00276,mock_00276@example.invalid,166****0276,CH01,2026-08-16 21:52:54,active,app
U000277,星友00277,mock_00277@example.invalid,167****0277,CH05,2026-05-11 00:09:47,active,web
U000278,星友00278,mock_00278@example.invalid,168****0278,CH01,2025-11-10 17:53:13,active,app
U000279,星友00279,mock_00279@example.invalid,169****0279,CH03,2026-03-07 01:58:43,active,app
U000280,星友00280,mock_00280@example.invalid,170****0280,CH01,2026-01-31 20:02:54,active,app
U000281,星友00281,mock_00281@example.invalid,171****0281,CH06,2026-01-04 03:39:20,active,web
U000282,星友00282,mock_00282@example.invalid,172****0282,CH01,2026-08-22 22:05:45,active,app
U000283,星友00283,mock_00283@example.invalid,173****0283,CH04,2025-11-11 21:27:54,active,app
U000284,星友00284,mock_00284@example.invalid,174****0284,CH07,2026-04-10 12:58:19,active,app
U000285,星友00285,mock_00285@example.invalid,175****0285,CH08,2025-03-05 22:44:29,active,app
U000286,星友00286,mock_00286@example.invalid,176****0286,CH04,2025-12-23 11:36:33,active,web
U000287,星友00287,mock_00287@example.invalid,177****0287,CH01,2025-10-30 13:15:11,active,web
U000288,星友00288,mock_00288@example.invalid,178****0288,CH03,2026-06-02 13:47:40,active,mini_program
U000289,星友00289,mock_00289@example.invalid,179****0289,CH09,2026-04-29 20:54:42,active,mini_program
U000290,星友00290,mock_00290@example.invalid,180****0290,CH07,2026-08-21 15:09:06,active,app
U000291,星友00291,mock_00291@example.invalid,181****0291,CH06,2025-04-22 06:26:16,active,web
U000292,星友00292,mock_00292@example.invalid,182****0292,CH01,2025-03-11 17:58:08,active,mini_program
